FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2021/22,Q3,All Health Authorities,All Facilities,Laparotomy,64,79,3.3,9.4
2021/22,Q3,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1031,1078,3.5,22.0
2021/22,Q3,All Health Authorities,All Facilities,Ligament Surgery,111,54,4.3,30.3
2021/22,Q3,All Health Authorities,All Facilities,Lipectomy,56,20,15.4,61.2
2021/22,Q3,All Health Authorities,All Facilities,Lung Surgery,73,140,2.3,6.7
2021/22,Q3,All Health Authorities,All Facilities,Male Reproductive Surgery,901,500,6.4,27.9
2021/22,Q3,All Health Authorities,All Facilities,Mastectomy,503,1102,2.7,6.3
2021/22,Q3,All Health Authorities,All Facilities,Mastoidectomy,145,51,12.6,45.7
2021/22,Q3,All Health Authorities,All Facilities,Myringotomy,211,127,4.1,17.3
2021/22,Q3,All Health Authorities,All Facilities,Nasal Surgery,2459,890,14.9,48.9
2021/22,Q3,All Health Authorities,All Facilities,Nerve Surgery,268,207,3.7,18.2
2021/22,Q3,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,157,78,9.1,27.0
2021/22,Q3,All Health Authorities,All Facilities,Other Ear Surgery,136,54,16.1,54.5
2021/22,Q3,All Health Authorities,All Facilities,Other Eye Surgery,2014,1400,4.9,22.2
2021/22,Q3,All Health Authorities,All Facilities,Other Joint Reconstruction,1150,509,11.1,42.7
2021/22,Q3,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2272,1564,5.6,28.5
2021/22,Q3,All Health Authorities,All Facilities,Other Urology Surgery,1400,1603,3.9,16.7
2021/22,Q3,All Health Authorities,All Facilities,Parotidectomy,168,105,6.4,39.0
2021/22,Q3,All Health Authorities,All Facilities,Prostate Surgery,1656,1291,5.3,22.0
2021/22,Q3,All Health Authorities,All Facilities,Rectal Surgery,754,361,5.9,24.1
2021/22,Q3,All Health Authorities,All Facilities,Rib Resection,8,7,4.6,4.8
2021/22,Q3,All Health Authorities,All Facilities,Scope of Chest,74,129,3.4,7.3
2021/22,Q3,All Health Authorities,All Facilities,Shoulder Surgery,1904,783,10.3,31.2
2021/22,Q3,All Health Authorities,All Facilities,Shunt Insertion/Removal,<5,13,1.4,3.8
2021/22,Q3,All Health Authorities,All Facilities,Sinus Surgery,1171,407,18.3,47.1
2021/22,Q3,All Health Authorities,All Facilities,Skin Surgery,438,201,6.0,32.9
2021/22,Q3,All Health Authorities,All Facilities,Skin Tumour Removal,763,980,3.0,14.1
2021/22,Q3,All Health Authorities,All Facilities,Sphincterotomy,26,27,7.9,26.4
2021/22,Q3,All Health Authorities,All Facilities,Spinal/Back Surgery,1973,828,5.7,37.9
2021/22,Q3,All Health Authorities,All Facilities,Tendon Surgery,243,296,2.6,21.9
2021/22,Q3,All Health Authorities,All Facilities,Thoracotomy,15,33,2.6,8.2
2021/22,Q3,All Health Authorities,All Facilities,Thyroidectomy,488,263,5.9,23.8
2021/22,Q3,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1103,462,9.5,35.2
2021/22,Q3,All Health Authorities,All Facilities,Tympanoplasty,610,143,25.7,80.4
2021/22,Q3,All Health Authorities,All Facilities,Uterine Surgery,4026,3574,6.0,28.0
2021/22,Q3,All Health Authorities,All Facilities,Vaginal Repair,657,296,9.1,34.7
2021/22,Q3,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1306,310,19.4,97.2
2021/22,Q3,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,84,110,2.2,14.8
2021/22,Q3,All Health Authorities,All Facilities,Vascular Surgery - Other,267,369,2.3,12.5
2021/22,Q3,All Health Authorities,All Facilities,Wound/Laceration Care,301,302,2.1,14.9
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Abdominoplasty,10,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Other Procedures,13,21,3.6,20.1
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,2420,1159,8.4,44.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Aortic Aneurysm Repair,6,7,9.3,16.5
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Appendectomy,7,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Biopsy in OR,13,7,2.4,7.4
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bladder Surgery,96,46,6.7,43.2
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Bowel Resection,13,21,2.9,12.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Biopsy,7,35,3.1,7.4
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reconstruction,24,14,4.4,29.7
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Breast Reduction,158,44,22.5,42.3
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cholecystectomy,66,46,4.9,15.3
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Colostomy/Ileostomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cone Biopsy,<5,5,3.0,5.2
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Cyst/Ganglion Removal,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,D&C and Related Surgery,66,30,9.9,29.9
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Dental Surgery,91,35,14.9,20.2
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Endarterectomy,14,28,2.1,12.8
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Examination Under Anaesthetic,9,16,16.7,35.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Excision Gynecomastia,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Excision Lesion/Tumour,29,14,6.4,21.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Facial Bone Reconstruction,6,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fallopian Tube/Ovarian Surgery,145,40,21.8,50.6
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fistula Repair - Non Vascular,7,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Foot/Ankle Surgery,44,18,25.6,36.3
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Fracture Repair,<5,9,0.9,8.3
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hand/Wrist Surgery,9,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Abdominal,168,115,16.0,33.9
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hernia Repair - Hiatal,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Hip Replacement,42,15,9.6,25.1
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Kidney/Bladder Stone Removal,6,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - ACL Repair,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee - Meniscectomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Knee Replacement,116,36,26.7,61.7
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparoscopy,17,14,19.8,32.7
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Laparotomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Ligament Surgery,11,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Lipectomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Male Reproductive Surgery,50,7,12.0,32.6
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Mastectomy,7,39,3.1,4.6
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Myringotomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nasal Surgery,15,22,4.0,20.8
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Nerve Surgery,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Oral Cavity & Pharynx Surgery,5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Ear Surgery,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Eye Surgery,10,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Joint Reconstruction,36,8,19.1,33.2
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Orthopaedic Surgery,49,43,11.6,33.9
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Other Urology Surgery,31,40,3.9,23.9
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Parotidectomy,<5,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Prostate Surgery,97,44,12.3,34.7
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Rectal Surgery,22,5,25.1,56.3
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Shoulder Surgery,61,16,28.9,54.4
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sinus Surgery,6,<5,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Surgery,7,5,3.1,30.5
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Skin Tumour Removal,16,18,4.2,55.6
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Sphincterotomy,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tendon Surgery,6,7,0.4,27.8
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Thyroidectomy,<5,17,3.7,7.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tonsillectomy/Adenoidectomy,10,7,2.9,11.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Tympanoplasty,<5,0,,
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Uterine Surgery,264,137,20.9,66.4
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vaginal Repair,29,11,58.3,78.1
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Varicose Veins Ligation/Stripping,421,50,81.9,155.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Bypass Graft - Non Cardiac,8,14,5.4,12.7
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Vascular Surgery - Other,22,9,4.4,9.0
2021/22,Q3,Fraser,Abbotsford Regional Hospital And Cancer Centre,Wound/Laceration Care,22,7,3.3,25.2
2021/22,Q3,Fraser,All Facilities,Abdominoplasty,35,16,17.2,50.2
2021/22,Q3,Fraser,All Facilities,All Other Procedures,323,325,3.1,31.0
2021/22,Q3,Fraser,All Facilities,All Procedures,22589,17489,5.7,30.3
2021/22,Q3,Fraser,All Facilities,Aortic Aneurysm Repair,12,8,6.9,16.3
2021/22,Q3,Fraser,All Facilities,Appendectomy,26,19,3.7,8.9
2021/22,Q3,Fraser,All Facilities,Bariatric Surgery,5,5,0.7,30.3
2021/22,Q3,Fraser,All Facilities,Biopsy in OR,30,63,2.1,7.6
2021/22,Q3,Fraser,All Facilities,Bladder Surgery,350,447,3.6,11.3
2021/22,Q3,Fraser,All Facilities,Bowel Resection,100,160,2.7,11.3
2021/22,Q3,Fraser,All Facilities,Breast Biopsy,54,160,2.4,7.2
2021/22,Q3,Fraser,All Facilities,Breast Reconstruction,174,94,12.8,38.7
2021/22,Q3,Fraser,All Facilities,Breast Reduction,651,215,23.3,52.3
2021/22,Q3,Fraser,All Facilities,CSF Drainage,<5,0,,
2021/22,Q3,Fraser,All Facilities,Cataract Surgery,6281,5717,5.9,28.6
2021/22,Q3,Fraser,All Facilities,Cholecystectomy,365,587,4.0,10.9
2021/22,Q3,Fraser,All Facilities,Colostomy/Ileostomy,32,30,3.6,13.9
2021/22,Q3,Fraser,All Facilities,Cone Biopsy,5,22,4.9,7.0
2021/22,Q3,Fraser,All Facilities,Cranial Surgery,<5,22,2.1,5.5
2021/22,Q3,Fraser,All Facilities,Cyst/Ganglion Removal,27,21,5.3,18.0
2021/22,Q3,Fraser,All Facilities,D&C and Related Surgery,490,475,4.0,21.4
2021/22,Q3,Fraser,All Facilities,Dental Surgery,486,243,13.7,27.3
2021/22,Q3,Fraser,All Facilities,Endarterectomy,21,28,2.1,12.8
2021/22,Q3,Fraser,All Facilities,Esophagectomy,<5,8,1.6,2.6
2021/22,Q3,Fraser,All Facilities,Examination Under Anaesthetic,94,124,6.1,27.4
2021/22,Q3,Fraser,All Facilities,Excision Gynecomastia,21,15,11.4,48.5
2021/22,Q3,Fraser,All Facilities,Excision Lesion/Tumour,122,123,3.9,18.9
2021/22,Q3,Fraser,All Facilities,Facial Bone Reconstruction,65,45,3.6,13.4
2021/22,Q3,Fraser,All Facilities,Fallopian Tube/Ovarian Surgery,449,273,8.7,35.7
2021/22,Q3,Fraser,All Facilities,Fistula Repair - Non Vascular,63,62,5.3,19.1
2021/22,Q3,Fraser,All Facilities,Foot/Ankle Surgery,102,54,15.5,35.4
2021/22,Q3,Fraser,All Facilities,Foreign Body Removal Surgery,<5,9,1.7,15.2
2021/22,Q3,Fraser,All Facilities,Fracture Repair,46,105,0.7,3.7
2021/22,Q3,Fraser,All Facilities,Hand/Wrist Surgery,173,109,7.4,24.2
2021/22,Q3,Fraser,All Facilities,Hernia Repair - Abdominal,955,1034,5.9,23.4
2021/22,Q3,Fraser,All Facilities,Hernia Repair - Hiatal,55,42,2.4,39.4
2021/22,Q3,Fraser,All Facilities,Hip Replacement,719,332,17.1,46.1
2021/22,Q3,Fraser,All Facilities,Kidney/Bladder Stone Removal,144,153,9.0,17.0
2021/22,Q3,Fraser,All Facilities,Knee - ACL Repair,175,121,5.0,30.3
2021/22,Q3,Fraser,All Facilities,Knee - Meniscectomy,115,105,9.9,32.9
2021/22,Q3,Fraser,All Facilities,Knee Arthroscopy,194,154,5.4,27.9
2021/22,Q3,Fraser,All Facilities,Knee Replacement,1885,641,20.1,50.9
2021/22,Q3,Fraser,All Facilities,Laparoscopy,66,68,5.9,27.2
2021/22,Q3,Fraser,All Facilities,Laparotomy,21,20,4.5,10.0
2021/22,Q3,Fraser,All Facilities,Lens & Vitreous (non-cataract) Surgery,314,285,8.6,24.8
2021/22,Q3,Fraser,All Facilities,Ligament Surgery,27,20,1.8,14.0
2021/22,Q3,Fraser,All Facilities,Lipectomy,<5,<5,,
2021/22,Q3,Fraser,All Facilities,Lung Surgery,10,45,1.9,6.7
2021/22,Q3,Fraser,All Facilities,Male Reproductive Surgery,154,107,3.9,20.7
2021/22,Q3,Fraser,All Facilities,Mastectomy,103,303,2.7,7.4
2021/22,Q3,Fraser,All Facilities,Mastoidectomy,37,5,72.7,79.3
2021/22,Q3,Fraser,All Facilities,Myringotomy,68,31,2.7,13.0
2021/22,Q3,Fraser,All Facilities,Nasal Surgery,739,291,21.1,72.7
2021/22,Q3,Fraser,All Facilities,Nerve Surgery,38,29,2.0,16.1
2021/22,Q3,Fraser,All Facilities,Oral Cavity & Pharynx Surgery,17,14,19.2,51.8
2021/22,Q3,Fraser,All Facilities,Other Ear Surgery,28,15,9.0,56.4
2021/22,Q3,Fraser,All Facilities,Other Eye Surgery,292,176,3.3,28.2
2021/22,Q3,Fraser,All Facilities,Other Joint Reconstruction,181,104,11.6,29.6
2021/22,Q3,Fraser,All Facilities,Other Orthopaedic Surgery,392,297,5.6,36.1
2021/22,Q3,Fraser,All Facilities,Other Urology Surgery,286,409,3.3,13.0
2021/22,Q3,Fraser,All Facilities,Parotidectomy,34,37,5.4,56.6
2021/22,Q3,Fraser,All Facilities,Prostate Surgery,371,368,4.1,16.3
2021/22,Q3,Fraser,All Facilities,Rectal Surgery,137,131,4.4,17.7
2021/22,Q3,Fraser,All Facilities,Scope of Chest,<5,18,1.4,3.0
2021/22,Q3,Fraser,All Facilities,Shoulder Surgery,524,203,10.0,34.3
2021/22,Q3,Fraser,All Facilities,Sinus Surgery,348,118,24.5,87.1
2021/22,Q3,Fraser,All Facilities,Skin Surgery,102,41,5.0,51.9
2021/22,Q3,Fraser,All Facilities,Skin Tumour Removal,176,286,3.6,15.8
2021/22,Q3,Fraser,All Facilities,Sphincterotomy,11,8,9.1,13.3
2021/22,Q3,Fraser,All Facilities,Spinal/Back Surgery,310,116,6.6,56.8
2021/22,Q3,Fraser,All Facilities,Tendon Surgery,46,72,1.8,22.9
2021/22,Q3,Fraser,All Facilities,Thyroidectomy,107,74,3.7,16.3
2021/22,Q3,Fraser,All Facilities,Tonsillectomy/Adenoidectomy,329,141,8.7,52.0
2021/22,Q3,Fraser,All Facilities,Tympanoplasty,311,35,18.9,95.7
2021/22,Q3,Fraser,All Facilities,Uterine Surgery,1218,1060,9.3,40.9
2021/22,Q3,Fraser,All Facilities,Vaginal Repair,250,112,12.7,46.8
2021/22,Q3,Fraser,All Facilities,Varicose Veins Ligation/Stripping,517,120,21.7,122.6
2021/22,Q3,Fraser,All Facilities,Vascular Bypass Graft - Non Cardiac,12,14,5.4,12.7
2021/22,Q3,Fraser,All Facilities,Vascular Surgery - Other,38,33,2.7,5.1
2021/22,Q3,Fraser,All Facilities,Wound/Laceration Care,119,105,4.0,16.2
2021/22,Q3,Fraser,Burnaby Hospital,Abdominoplasty,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,All Other Procedures,54,40,4.9,29.1
2021/22,Q3,Fraser,Burnaby Hospital,All Procedures,2787,2313,7.7,37.0
2021/22,Q3,Fraser,Burnaby Hospital,Appendectomy,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Bariatric Surgery,5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Biopsy in OR,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Bladder Surgery,29,46,3.9,5.6
2021/22,Q3,Fraser,Burnaby Hospital,Bowel Resection,6,12,2.9,5.8
2021/22,Q3,Fraser,Burnaby Hospital,Breast Reconstruction,28,8,35.6,59.1
2021/22,Q3,Fraser,Burnaby Hospital,Breast Reduction,97,21,43.3,60.9
2021/22,Q3,Fraser,Burnaby Hospital,Cataract Surgery,907,897,9.3,40.7
2021/22,Q3,Fraser,Burnaby Hospital,Cholecystectomy,28,57,4.0,12.4
2021/22,Q3,Fraser,Burnaby Hospital,Colostomy/Ileostomy,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Cyst/Ganglion Removal,6,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,D&C and Related Surgery,36,76,4.1,22.9
2021/22,Q3,Fraser,Burnaby Hospital,Examination Under Anaesthetic,<5,7,3.9,5.9
2021/22,Q3,Fraser,Burnaby Hospital,Excision Gynecomastia,5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Excision Lesion/Tumour,7,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Facial Bone Reconstruction,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Fallopian Tube/Ovarian Surgery,30,37,12.0,35.4
2021/22,Q3,Fraser,Burnaby Hospital,Fistula Repair - Non Vascular,21,24,5.7,18.2
2021/22,Q3,Fraser,Burnaby Hospital,Foot/Ankle Surgery,<5,9,4.7,19.9
2021/22,Q3,Fraser,Burnaby Hospital,Foreign Body Removal Surgery,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Fracture Repair,6,7,2.9,6.3
2021/22,Q3,Fraser,Burnaby Hospital,Hand/Wrist Surgery,57,40,17.1,25.1
2021/22,Q3,Fraser,Burnaby Hospital,Hernia Repair - Abdominal,74,116,5.7,17.5
2021/22,Q3,Fraser,Burnaby Hospital,Hip Replacement,111,84,14.0,25.1
2021/22,Q3,Fraser,Burnaby Hospital,Kidney/Bladder Stone Removal,5,7,4.0,4.3
2021/22,Q3,Fraser,Burnaby Hospital,Knee - ACL Repair,8,6,6.1,30.4
2021/22,Q3,Fraser,Burnaby Hospital,Knee Arthroscopy,12,29,10.3,25.4
2021/22,Q3,Fraser,Burnaby Hospital,Knee Replacement,171,144,16.6,26.0
2021/22,Q3,Fraser,Burnaby Hospital,Laparoscopy,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Lens & Vitreous (non-cataract) Surgery,22,11,1.6,6.0
2021/22,Q3,Fraser,Burnaby Hospital,Ligament Surgery,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Male Reproductive Surgery,7,6,1.8,16.6
2021/22,Q3,Fraser,Burnaby Hospital,Mastectomy,<5,9,2.1,5.4
2021/22,Q3,Fraser,Burnaby Hospital,Nasal Surgery,331,85,29.9,61.6
2021/22,Q3,Fraser,Burnaby Hospital,Nerve Surgery,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Oral Cavity & Pharynx Surgery,<5,0,,
2021/22,Q3,Fraser,Burnaby Hospital,Other Ear Surgery,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Other Eye Surgery,58,51,7.7,32.6
2021/22,Q3,Fraser,Burnaby Hospital,Other Joint Reconstruction,<5,5,5.9,24.8
2021/22,Q3,Fraser,Burnaby Hospital,Other Orthopaedic Surgery,24,32,2.9,22.0
2021/22,Q3,Fraser,Burnaby Hospital,Other Urology Surgery,30,49,3.7,6.9
2021/22,Q3,Fraser,Burnaby Hospital,Parotidectomy,7,9,2.9,8.3
2021/22,Q3,Fraser,Burnaby Hospital,Prostate Surgery,115,73,4.9,10.8
2021/22,Q3,Fraser,Burnaby Hospital,Rectal Surgery,22,18,6.7,15.6
2021/22,Q3,Fraser,Burnaby Hospital,Shoulder Surgery,30,35,6.9,30.7
2021/22,Q3,Fraser,Burnaby Hospital,Sinus Surgery,205,55,22.9,52.1
2021/22,Q3,Fraser,Burnaby Hospital,Skin Surgery,29,5,15.0,94.1
2021/22,Q3,Fraser,Burnaby Hospital,Skin Tumour Removal,14,17,2.4,13.5
2021/22,Q3,Fraser,Burnaby Hospital,Sphincterotomy,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Tendon Surgery,<5,8,1.4,13.0
2021/22,Q3,Fraser,Burnaby Hospital,Thyroidectomy,8,14,3.1,9.0
2021/22,Q3,Fraser,Burnaby Hospital,Tonsillectomy/Adenoidectomy,66,19,29.1,43.9
2021/22,Q3,Fraser,Burnaby Hospital,Tympanoplasty,17,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Uterine Surgery,54,95,6.3,26.4
2021/22,Q3,Fraser,Burnaby Hospital,Vaginal Repair,<5,<5,,
2021/22,Q3,Fraser,Burnaby Hospital,Vascular Surgery - Other,<5,0,,
2021/22,Q3,Fraser,Burnaby Hospital,Wound/Laceration Care,<5,8,3.6,8.2
2021/22,Q3,Fraser,Chilliwack General Hospital,All Other Procedures,<5,7,7.9,35.5
2021/22,Q3,Fraser,Chilliwack General Hospital,All Procedures,1831,1563,5.3,22.0
2021/22,Q3,Fraser,Chilliwack General Hospital,Appendectomy,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Biopsy in OR,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Bladder Surgery,32,45,4.9,9.0
2021/22,Q3,Fraser,Chilliwack General Hospital,Bowel Resection,11,12,3.0,5.8
2021/22,Q3,Fraser,Chilliwack General Hospital,Breast Biopsy,<5,10,3.0,6.0
2021/22,Q3,Fraser,Chilliwack General Hospital,Cataract Surgery,895,918,4.9,19.1
2021/22,Q3,Fraser,Chilliwack General Hospital,Cholecystectomy,18,32,4.9,13.7
2021/22,Q3,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Cone Biopsy,<5,9,4.9,6.2
2021/22,Q3,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,<5,0,,
2021/22,Q3,Fraser,Chilliwack General Hospital,D&C and Related Surgery,69,26,7.4,79.4
2021/22,Q3,Fraser,Chilliwack General Hospital,Dental Surgery,32,18,13.6,22.8
2021/22,Q3,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,<5,7,3.1,7.5
2021/22,Q3,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,<5,6,5.0,9.5
2021/22,Q3,Fraser,Chilliwack General Hospital,Facial Bone Reconstruction,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,60,19,8.9,63.0
2021/22,Q3,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,<5,0,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Foreign Body Removal Surgery,<5,0,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Hand/Wrist Surgery,<5,<5,,
2021/22,Q3,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,75,80,6.9,17.0
